Tadungkalang;Cacing;descripsi
Taduno;Tanjung;descripsi
Kabi;Hampir;descripsi
Taipa;Mangga;descripsi
Tak;Bunyi;descripsi
Takundeng;Anak Anjing;descripsi
Talalais;Hina, Miskin;descripsi
Talap;Kancing;descripsi
Talau;Titipan;descripsi
Talalawu;Telanjang;descripsi
Talapu;Dukun;descripsi
Talidu;Pancuran;descripsi
Talong;Jerat;descripsi
Talop;Tutup;descripsi
Tam, Tame;Sambung;descripsi
Tama;Papa, ayah;descripsi
Tamis;Rasa;descripsi
Tambalang;Danau;descripsi
Tambi;Sumpah;descripsi
Tambo;Upah, Gaji, Sewa;descripsi
Tambong;Wajah;descripsi
Dudus;Muka, Wajah;descripsi
Tambongan;Ganteng, Cantik;descripsi
Tambu;Nenek-nenek;descripsi
Tambun;Timbun;descripsi
Tampidung;Termenung;descripsi
Tampoyok;Pesuruh;descripsi
Tandalo;Pelangi;descripsi
Tandanda;Ridu;descripsi
Tandanda;Tundun Pisang;descripsi
Tando, Dodi;Gila;descripsi
Tangalin;Sembuh, Lepas;descripsi
Tangkul;Pikul;descripsi
Tangaal;Tergoyang;descripsi
Tangalkon;Mengarah;descripsi
Tanga;Tengah;descripsi
Tangala;Terambil;descripsi
Tangabos;Tersimpan;descripsi
Tangampason;Terhamparkan;descripsi
Tangaiyo;Damaikan;descripsi
Tangalibot;Terkilir;descripsi
Tangunan;Bantal;descripsi
Tange;Kejauhan;descripsi
Tangalin;Sembuh, Lepas;descripsi
Tanggal;Terpuji;descripsi
Tano;Tanah;descripsi
Tanom;Tanam;descripsi
Tapak;Tajam;descripsi
Tapak;Jalan;descripsi
Tapapal;Terdampar;descripsi
Tapas;Potong, Tebas;descripsi
Tapaya;Pepaya;descripsi
Tape;Terbang;descripsi
Tapi;Hantam;descripsi
Tapu;Jangkar;descripsi
Tarungku;Penjara;descripsi
Tatapon;Pintu;descripsi
Tatal;Cincang;descripsi
Taus;Pergi;descripsi
Tauwa;Kakek;descripsi
Tawupe;Alami,Rasakan;descripsi
Teali;Jadi;descripsi
Tealian;Waktu/Tempat Kejadian;descripsi
Tebeke;Tusuklah;descripsi
Tinobok;Ditikam;descripsi
Tebeas;Berserakan;descripsi
Tebelaka;Terbuka;descripsi
Teberek;Robek;descripsi
Teenak;Asuh, Jaga;descripsi
Teteek;Jambu;descripsi
Teeni;Rendam;descripsi
Tek;Bunyi;descripsi
Tekelebus;Terbuang;descripsi
Tatanggakon;Nampak;descripsi
Taus;Pergi;descripsi
Telea;Sarang;descripsi
Telem;Meresap;descripsi
Tembeluk;Lumut;descripsi
Tembus;Basah;descripsi
Temeneno;Tuhan, Allah SWT;descripsi
Tempaisu;Kencing;descripsi
Tempus;Berak;descripsi
Teme;Berak;descripsi
Tempono;Zaman;descripsi
Ten;Janjian;descripsi
Tendenge;Mampu;descripsi
Teng;Bunyi;descripsi
Tengekon;Menonjol;descripsi
Tengkul;Ketuk;descripsi
Tepek;Tanda;descripsi
Tepekan;Tangga;descripsi
Tetel;Nasib;descripsi
Teteba;Pesan;descripsi
Tiali;Jadi;descripsi
Tianam;Hamil;descripsi
Tias;Buat;descripsi
Tibolum;Asap;descripsi
Tidol;Keras, Tegar;descripsi
Tigo;Rokok;descripsi
Tiilon;Kapur Sirih;descripsi
Tiili;Tunggu;descripsi
Tobok;Tusuk;descripsi
Tikakon;Banting;descripsi
Tikal;Tikar;descripsi
Tilis;Saring, Tapis;descripsi
Timban;Sahut;descripsi
Timbang;Sekitar;descripsi
Timabangi;hampiri;descripsi
Timbu;Langit;descripsi
Timus;Kecup;descripsi
Timusi;Burung;descripsi
Timuson;Garam;descripsi
Tina;Ibu, Mama;descripsi
Taba;Tuang, Curah;descripsi
Tinaap;Diraba;descripsi
Tindik;Menyalakan;descripsi
Tindo;Gila;descripsi
Tininggal;Cerai;descripsi
Tingkouk;Bisul;descripsi
Tinudak;Injak;descripsi
Tinunei;Ditampung;descripsi
Tinuloi;Ditetes;descripsi
Tobk;Muncul;descripsi
Tobong ;Tempurung;descripsi
Tobos;Dewasa;descripsi
Toboso;Mengerti;descripsi
Tobu;Tebu;descripsi
Tobui;Laut;descripsi
Tobulus;Keguguran;descripsi
Tobunan;Belanga;descripsi
Todal;Sempat;descripsi
Toiyo;Tahu;descripsi
Toipi;Kupas;descripsi
Tokolong;Tertarik;descripsi
Tokoluan;Pelabuhan;descripsi
Tolingai;Telinga;descripsi
Toliing;Menghilang;descripsi
Tolibo;Mendaki;descripsi
Tolimi;Lupa;descripsi
Toloto;Terpatah;descripsi
Tolu;Tiga;descripsi
Toluwo;Teriak;descripsi
Tolutok;Otak;descripsi
Tombuan;Bambu;descripsi
Tooda;Pesan;descripsi
Toon;Janji;descripsi
Tooni;Rendam;descripsi
Toota;Coba;descripsi
Toruwe;Muntah;descripsi
Totibalat;Melintang;descripsi
Totoboi;Tersiram;descripsi
Totobo;Rajin, Kaya;descripsi
Totol;Tegak;descripsi
Totolong;Cacing;descripsi
Totoi;Pangkas;descripsi
Totuku;Tunduk, Ruku;descripsi
Tutungkeleng;Jongkok;descripsi
Totumai;Gelar;descripsi
Totulelang;Tergenang;descripsi
Totulai;Penghinaan;descripsi
Tubo;Hidup;descripsi
Tuas;Pintas;descripsi
Tuban;Air Ketuban;descripsi
Tudang;Injak;descripsi
Tude;Gantung;descripsi
Tudo;Tunjuk;descripsi
Tuk;Terus;descripsi
Tukuk;Patuk;descripsi
Tukon;Dengan, Dan;descripsi
Tula;Teman, Kawan;descripsi
Tulak;Renang;descripsi
Tulo;Bocor;descripsi
Tumbu;Cucu;descripsi
Tundum;Cerita;descripsi
Tune;Tampung;descripsi
Tuong;Jatuh;descripsi
Tupe;Ludah;descripsi
Tutuan;Lesung;descripsi
Tuutu;Raja;descripsi
Ubang;Banting;descripsi
Ubanon;Ubanan;descripsi
Ubanggon;Baring;descripsi
Udan;Hujan;descripsi
Udu;Tunduk;descripsi
Uduli;Maki;descripsi
Ugaat;Barangkali;descripsi
Ukul;Takdir;descripsi
Ulik;Adik;descripsi
Uling;Kemudi;descripsi
Uloy;Ulat;descripsi
Ulu;Kepala;descripsi
Ulung;Kuku;descripsi
Umbas;Hantam;descripsi
Umbos;Keringat;descripsi
Umos;Gelisah;descripsi
Una;Sampah;descripsi
Unga;Manja;descripsi
Unggot;Goyang;descripsi
Unsung;Junjung;descripsi
Upa;Sesal;descripsi
Usaa;Doa;descripsi
Usai;Bebas;descripsi
Usal;Kecewa;descripsi
Usok;Masuk;descripsi
Uwak;Kocok;descripsi
Uwang;Panggil;descripsi
Wenggon;Jalan;descripsi
Wuba;Dukung;descripsi
Wubang;Banting;descripsi
Wuduli;Maki;descripsi
Wumu;Bisul;descripsi
Wuni;Bunyi;descripsi
Wutang;Denda, Sanksi;descripsi
Wutas;Pembatas;descripsi
Yaiyaa;Terserah;descripsi
Yalunggon;Lalu, Segera;descripsi
Yanggene;Segani;descripsi
Yase;Suka, Mau;descripsi
Yinda;Ayo;descripsi
Yinai;Jangan;descripsi
Yinggot;Goyah;descripsi
Yilei;Pilih;descripsi
Yilee;Siapa;descripsi
Yinoon;Kalung;descripsi
Yiyos;Gelisah;descripsi
Yoo;Iya;descripsi
Yoyop;Dada;descripsi
